Item_No,Revision,Name,Item Type,Item Status,Item Group,Item Source,Product Type,Old Item ID,Weight,Recipe Effective Date,Grade,Description,Building Code,Standard Job Quantity,Minimum Job Quantity,Standard Order Quantity,Note,Engineer,Engineer2,Engineer3,Planner,Program Manager,Control Level,Recipe Expiration Date,Minimum Inventory Quantity,Lead Time,Scrap,Daily Pull,Area,Workcenter,Temper,Customer Supplied Material,Serialize,Job Consolidation Window,Maximum Inventory Quantity,Additional Documents,Other Note,MRBBreakpoint,Internal Note,Transfer Die No,Label Note,Side,Use DCP,Internal Approval Note,Unit,Drawing No,Lead Time Days,Minimum Order Quantity,Default Stock Location,Suppress Transmit EDI,Theoretical Weight,Freight Cost,Customs Value,Max Splits Prime Control Panel,Max Splits Prime Lift Entry,Max Splits Reject Control Panel,Max Splits Reject Lift Entry,Barcode Extension,Freight Cost Currency Code,Customs Value Currency Code,Customer Shipping Code,Suppress Receipt Transmission,Raw Material PONo,Batch Scrap Pieces,Job Creation Threshold,Quoted Job Quantity,Department Code,Batch Scrap Percent,Commodity Code,Cycle Frequency,Harmonized Tariff Code,Item Drawing Revision,Item Drawing Number,Allow Weighing,Allow Split Containers,Maximum Splits,Offal,Increased Inspection,Controlled Shipping1,Controlled Shipping2,Finished Item Buffer,Level Scheduled,Planning Group,Customer Code,Inventory Classification Code,Industry,Item Product Group,Ecommerce,Account No,Item Tax Code,Country of Origin,Quoted Lead Time,APQPChecklist No,Average Value,Customer Approval End Date,Customer Approval Note,Customer Approval Quantity,Customer Approval Start Date,Customer Approval Status,Dock Alert,Exclusive Use Rights Customer Code,Freight Classification Code,Freight Weight Class,Hold On Receipt,Internal Approval Quantity,Internal Approval Start Date,Internal Approval End Date,Internal Approval Status,Like Item No,Like Part Revision,LTANumber,Packing Group,Item Priority,Part Label Format,RPDisplay,Special Symbol,Supplier Part Level,Submission Date,Surcharge,Team,Tracking No Required,Transfer Company,UPCCode,Quality Advanced Planning Version,Container Type,Container Default,Container Active,Container Sort Order,Container UPCCode,Container Note,Container Standard Quantity,Container Variable Standard Quantity,BOMAllocation Variance,Reapplication Prevent,Release Auto Create,Source Load Split,Final Electrical Test,Deviation,Lot Required,Lot Replenishable,Lot Format Description,MRPDemand Level,Process Days,Direct Sales,Standard Pack Computed,Level Manually,Planning Placeholder,Excess Inventory,Excess Inventory Level,Release Over Receipt Threshold,BOM Substitution Allowed,Include In Job Set,Allergens
19 Pie Crust Bottom,,19 Pie Crust Bottom,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
19 Pie Crust Top,,19 Pie Crust Top,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
19 Sugar,,19 Sugar,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
20 Almond Extract,,20 Almond Extract,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
20 Cherries-Pitted,,20 Cherries -Pitted,Ingredients,Active,,Purchased,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Supplier Lot & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
20 Cherry Pie,,20 Cherry Pie,Baked Goods,Active,,Manufactured,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Date & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
20 Cherry Pie Filling,,20 Cherry Pie Filling,Baked Goods,Active,,Manufactured,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Date & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
20 Cornstarch,,20 Cornstarch,Ingredients,Active,,Purchased,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Supplier Lot & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
20 Lemon Juice,,20 Lemon Juice,Ingredients,Active,,Purchased,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Supplier Lot & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
20 Pie Crust Bottom,,20 Pie Crust Bottom,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
20 Pie Crust Top,,20 Pie Crust Top,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
20 Sugar,,20 Sugar,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
21 Almond Extract,,21 Almond Extract,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
21 Cherries-Pitted,,21 Cherries -Pitted,Ingredients,Active,,Purchased,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Supplier Lot & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
21 Cherry Pie,,21 Cherry Pie,Baked Goods,Active,,Manufactured,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Date & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
21 Cherry Pie Filling,,21 Cherry Pie Filling,Baked Goods,Active,,Manufactured,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Date & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
21 Cornstarch,,21 Cornstarch,Ingredients,Active,,Purchased,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Supplier Lot & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
21 Lemon Juice,,21 Lemon Juice,Ingredients,Active,,Purchased,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Supplier Lot & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
21 Pie Crust Bottom,,21 Pie Crust Bottom,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
21 Pie Crust Top,,21 Pie Crust Top,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
21 Sugar,,21 Sugar,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
22 Almond Extract,,22 Almond Extract,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
22 Cherries-Pitted,,22 Cherries -Pitted,Ingredients,Active,,Purchased,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Supplier Lot & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
22 Cherry Pie,,22 Cherry Pie,Baked Goods,Active,,Manufactured,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Date & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
22 Cherry Pie Filling,,22 Cherry Pie Filling,Baked Goods,Active,,Manufactured,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Date & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
22 Cornstarch,,22 Cornstarch,Ingredients,Active,,Purchased,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Supplier Lot & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
22 Lemon Juice,,22 Lemon Juice,Ingredients,Active,,Purchased,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Supplier Lot & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
22 Pie Crust Bottom,,22 Pie Crust Bottom,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
22 Pie Crust Top,,22 Pie Crust Top,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
22 Sugar,,22 Sugar,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
23 Almond Extract,,23 Almond Extract,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
23 Cherries-Pitted,,23 Cherries -Pitted,Ingredients,Active,,Purchased,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Supplier Lot & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
23 Cherry Pie,,23 Cherry Pie,Baked Goods,Active,,Manufactured,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Date & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
23 Cherry Pie Filling,,23 Cherry Pie Filling,Baked Goods,Active,,Manufactured,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Date & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
23 Cornstarch,,23 Cornstarch,Ingredients,Active,,Purchased,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Supplier Lot & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
23 Lemon Juice,,23 Lemon Juice,Ingredients,Active,,Purchased,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Supplier Lot & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
23 Pie Crust Bottom,,23 Pie Crust Bottom,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
23 Pie Crust Top,,23 Pie Crust Top,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
23 Sugar,,23 Sugar,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
24 Almond Extract,,24 Almond Extract,Ingredients,Active,,Purchased,,,0,,,,,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,,,,
24 Cherries-Pitted,,24 Cherries -Pitted,Ingredients,Active,,Purchased,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Supplier Lot & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
24 Cherry Pie,,24 Cherry Pie,Baked Goods,Active,,Manufactured,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Date & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
24 Cherry Pie Filling,,24 Cherry Pie Filling,Baked Goods,Active,,Manufactured,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Date & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
24 Cornstarch,,24 Cornstarch,Ingredients,Active,,Purchased,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Supplier Lot & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
24 Lemon Juice,,24 Lemon Juice,Ingredients,Active,,Purchased,,,0,,,,Main,0,0,0,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,,,,,0,,,,0,0,,0,0,0,0,9999,9999,9999,9999,,   ,   ,,0,,0,,0,,0,,,,,,1,1,0,0,0,0,0,0,0,,,,,,0,,,,0,0,0,,,0,,,0,,,,0,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,FALSE,,0,TRUE,FALSE,Supplier Lot & Sequence,FALSE,0,FALSE,0,FALSE,FALSE,0,FALSE,0,TRUE,,
